nGroupId	nAttrId	nAttrValueMin1	nAttrValueMin2	nAttrValueMin3	nAttrValueMax1	nAttrValueMax2	nAttrValueMax3	FightPower	nWeight
5116	13	130			146			1000	80000
5116	12	130			146			1000	80000
5116	11	130		130	146		146	1000	100000
5116	25	2608			2934			1000	100000
5116	52	260			293			1000	100000
5116	31	652			733			1000	120000
5116	20	1000	130		1000	146		1000	120000
5116	58	260			293			1000	120000
5116	43	521			586			1000	120000
5117	54	37			41			1000	60000
5117	13	148			166			1000	80000
5117	12	148			166			1000	80000
5117	11	148		148	166		166	1000	100000
5117	25	2960			3330			1000	100000
5117	52	296			333			1000	100000
5117	31	740			832			1000	120000
5117	20	1000	148		1000	166		1000	120000
5117	58	296			333			1000	120000
5117	43	592			666			1000	120000
5118	54	41			47			1000	60000
5118	13	167			188			1000	80000
5118	12	167			188			1000	80000
5118	11	167		167	188		188	1000	100000
5118	25	3344			3762			1000	100000
5118	52	334			376			1000	100000
5118	31	836			940			1000	120000
5118	20	1000	167		1000	188		1000	120000
5118	58	334			376			1000	120000
5118	43	668			752			1000	120000
5119	54	47			53			1000	60000
5119	13	188			212			1000	80000
5119	12	188			212			1000	80000
5119	11	188		188	212		212	1000	100000
5119	25	3776			4248			1000	100000
5119	52	377			424			1000	100000
5119	31	944			1062			1000	120000
5119	20	1000	188		1000	212		1000	120000
5119	58	377			424			1000	120000
5119	43	755			849			1000	120000
5120	54	53			60			1000	60000
5120	13	213			240			1000	80000
5120	12	213			240			1000	80000
5120	11	213		213	240		240	1000	100000
5120	25	4272			4806			1000	100000
5120	52	427			480			1000	100000
5120	31	1068			1201			1000	120000
5120	20	1000	213		1000	240		1000	120000
5120	58	427			480			1000	120000
5120	43	854			961			1000	120000
5201	54	3			4			1000	60000
5201	13	14			16			1000	80000
5201	12	14			16			1000	80000
5201	11	14		14	16		16	1000	100000
5201	25	288			320			1000	100000
5201	52	28			32			1000	100000
5201	31	72			80			1000	120000
5201	20	1000	14		1000	16		1000	120000
5201	58	28			32			1000	120000
5201	43	57			64			1000	120000
5202	54	4			4			1000	60000
5202	13	17			19			1000	80000
5202	12	17			19			1000	80000
5202	11	17		17	19		19	1000	100000
5202	25	342			380			1000	100000
5202	52	34			38			1000	100000
5202	31	85			95			1000	120000
5202	20	1000	17		1000	19		1000	120000
5202	58	34			38			1000	120000
5202	43	68			76			1000	120000
5203	54	5			5			1000	60000
5203	13	20			23			1000	80000
5203	12	20			23			1000	80000
5203	11	20		20	23		23	1000	100000
5203	25	414			460			1000	100000
5203	52	41			46			1000	100000
5203	31	103			115			1000	120000
5203	20	1000	20		1000	23		1000	120000
5203	58	41			46			1000	120000
5203	43	82			92			1000	120000
5204	54	6			6			1000	60000
5204	13	24			27			1000	80000
5204	12	24			27			1000	80000
5204	11	24		24	27		27	1000	100000
5204	25	486			540			1000	100000
5204	52	48			54			1000	100000
5204	31	121			135			1000	120000
5204	20	1000	24		1000	27		1000	120000
5204	58	48			54			1000	120000
5204	43	97			108			1000	120000
5205	54	7			8			1000	60000
5205	13	29			33			1000	80000
5205	12	29			33			1000	80000
5205	11	29		29	33		33	1000	100000
5205	25	594			660			1000	100000
5205	52	59			66			1000	100000
5205	31	148			165			1000	120000
5205	20	1000	29		1000	33		1000	120000
5205	58	59			66			1000	120000
5205	43	118			132			1000	120000
5206	54	8			9			1000	60000
5206	13	35			39			1000	80000
5206	12	35			39			1000	80000
5206	11	35		35	39		39	1000	100000
5206	25	702			780			1000	100000
5206	52	70			78			1000	100000
5206	31	175			195			1000	120000
5206	20	1000	35		1000	39		1000	120000
5206	58	70			78			1000	120000
5206	43	140			156			1000	120000
5207	54	10			11			1000	60000
5207	13	42			47			1000	80000
5207	12	42			47			1000	80000
5207	11	42		42	47		47	1000	100000
5207	25	846			940			1000	100000
5207	52	84			94			1000	100000
5207	31	211			235			1000	120000
5207	20	1000	42		1000	47		1000	120000
5207	58	84			94			1000	120000
5207	43	169			188			1000	120000
5208	54	12			13			1000	60000
5208	13	49			55			1000	80000
5208	12	49			55			1000	80000
5208	11	49		49	55		55	1000	100000
5208	25	990			1100			1000	100000
5208	52	99			110			1000	100000
5208	31	247			275			1000	120000
5208	20	1000	49		1000	55		1000	120000
5208	58	99			110			1000	120000
5208	43	198			220			1000	120000
5209	54	14			16			1000	60000
5209	13	58			65			1000	80000
5209	12	58			65			1000	80000
5209	11	58		58	65		65	1000	100000
5209	25	1170			1300			1000	100000
5209	52	117			130			1000	100000
5209	31	292			325			1000	120000
5209	20	1000	58		1000	65		1000	120000
5209	58	117			130			1000	120000
5209	43	234			260			1000	120000
5210	54	16			18			1000	60000
5210	13	67			75			1000	80000
5210	12	67			75			1000	80000
5210	11	67		67	75		75	1000	100000
5210	25	1350			1500			1000	100000
5210	52	135			150			1000	100000
5210	31	337			375			1000	120000
5210	20	1000	67		1000	75		1000	120000
5210	58	135			150			1000	120000
5210	43	270			300			1000	120000
5211	54	19			21			1000	60000
5211	13	77			86			1000	80000
5211	12	77			86			1000	80000
5211	11	77		77	86		86	1000	100000
5211	25	1548			1720			1000	100000
5211	52	154			172			1000	100000
5211	31	387			430			1000	120000
5211	20	1000	77		1000	86		1000	120000
5211	58	154			172			1000	120000
5211	43	309			344			1000	120000
5212	54	22			24			1000	60000
5212	13	89			99			1000	80000
5212	12	89			99			1000	80000
5212	11	89		89	99		99	1000	100000
5212	25	1782			1980			1000	100000
5212	52	178			198			1000	100000
5212	31	445			495			1000	120000
5212	20	1000	89		1000	99		1000	120000
5212	58	178			198			1000	120000
5212	43	356			396			1000	120000
5213	54	25			28			1000	60000
5213	13	101			113			1000	80000
5213	12	101			113			1000	80000
5213	11	101		101	113		113	1000	100000
5213	25	2034			2260			1000	100000
5213	52	203			226			1000	100000
5213	31	508			565			1000	120000
5213	20	1000	101		1000	113		1000	120000
5213	58	203			226			1000	120000
5213	43	406			452			1000	120000
5214	54	28			32			1000	60000
5214	13	115			128			1000	80000
5214	12	115			128			1000	80000
5214	11	115		115	128		128	1000	100000
5214	25	2304			2560			1000	100000
5214	52	230			256			1000	100000
5214	31	576			640			1000	120000
5214	20	1000	115		1000	128		1000	120000
5214	58	230			256			1000	120000
5214	43	460			512			1000	120000
5215	54	32			36			1000	60000
5215	13	130			145			1000	80000
5215	12	130			145			1000	80000
5215	11	130		130	145		145	1000	100000
5215	25	2610			2900			1000	100000
5215	52	261			290			1000	100000
5215	31	652			725			1000	120000
5215	20	1000	130		1000	145		1000	120000
5215	58	261			290			1000	120000
5215	43	522			580			1000	120000
5216	54	36			40			1000	60000
5216	13	146			163			1000	80000
5216	12	146			163			1000	80000
5216	11	146		146	163		163	1000	100000
5216	25	2934			3260			1000	100000
5216	52	293			326			1000	100000
5216	31	733			815			1000	120000
5216	20	1000	146		1000	163		1000	120000
5216	58	293			326			1000	120000
5216	43	586			652			1000	120000
5217	54	41			46			1000	60000
5217	13	166			185			1000	80000
5217	12	166			185			1000	80000
5217	11	166		166	185		185	1000	100000
5217	25	3330			3700			1000	100000
5217	52	333			370			1000	100000
5217	31	832			925			1000	120000
5217	20	1000	166		1000	185		1000	120000
5217	58	333			370			1000	120000
5217	43	666			740			1000	120000
5218	54	47			52			1000	60000
5218	13	188			209			1000	80000
5218	12	188			209			1000	80000
5218	11	188		188	209		209	1000	100000
5218	25	3762			4180			1000	100000
5218	52	376			418			1000	100000
5218	31	940			1045			1000	120000
5218	20	1000	188		1000	209		1000	120000
5218	58	376			418			1000	120000
5218	43	752			836			1000	120000
5219	54	53			59			1000	60000
5219	13	212			236			1000	80000
5219	12	212			236			1000	80000
5219	11	212		212	236		236	1000	100000
5219	25	4248			4720			1000	100000
5219	52	424			472			1000	100000
5219	31	1062			1180			1000	120000
5219	20	1000	212		1000	236		1000	120000
5219	58	424			472			1000	120000
5219	43	849			944			1000	120000
5220	54	60			66			1000	60000
5220	13	240			267			1000	80000
5220	12	240			267			1000	80000
5220	11	240		240	267		267	1000	100000
5220	25	4806			5340			1000	100000
5220	52	480			534			1000	100000
5220	31	1201			1335			1000	120000
5220	20	1000	240		1000	267		1000	120000
5220	58	480			534			1000	120000
5220	43	961			1068			1000	120000
5301	54	4			4			1000	60000
5301	13	16			19			1000	80000
5301	12	16			19			1000	80000
5301	11	16		16	19		19	1000	100000
5301	25	320			384			1000	100000
5301	52	32			38			1000	100000
5301	31	80			96			1000	120000
5301	20	1000	16		1000	19		1000	120000
5301	58	32			38			1000	120000
5301	43	64			76			1000	120000
5302	54	4			5			1000	60000
5302	13	19			22			1000	80000
5302	12	19			22			1000	80000
5302	11	19		19	22		22	1000	100000
5302	25	380			456			1000	100000
5302	52	38			45			1000	100000
5302	31	95			114			1000	120000
5302	20	1000	19		1000	22		1000	120000
5302	58	38			45			1000	120000
5302	43	76			91			1000	120000
5303	54	5			6			1000	60000
5303	13	23			27			1000	80000
5303	12	23			27			1000	80000
5303	11	23		23	27		27	1000	100000
5303	25	460			552			1000	100000
5303	52	46			55			1000	100000
5303	31	115			138			1000	120000
5303	20	1000	23		1000	27		1000	120000
5303	58	46			55			1000	120000
5303	43	92			110			1000	120000
5304	54	6			8			1000	60000
5304	13	27			32			1000	80000
5304	12	27			32			1000	80000
5304	11	27		27	32		32	1000	100000
5304	25	540			648			1000	100000
5304	52	54			64			1000	100000
5304	31	135			162			1000	120000
5304	20	1000	27		1000	32		1000	120000
5304	58	54			64			1000	120000
5304	43	108			129			1000	120000
5305	54	8			9			1000	60000
5305	13	33			39			1000	80000
5305	12	33			39			1000	80000
5305	11	33		33	39		39	1000	100000
5305	25	660			792			1000	100000
5305	52	66			79			1000	100000
5305	31	165			198			1000	120000
5305	20	1000	33		1000	39		1000	120000
5305	58	66			79			1000	120000
5305	43	132			158			1000	120000
5306	54	9			11			1000	60000
5306	13	39			46			1000	80000
5306	12	39			46			1000	80000
5306	11	39		39	46		46	1000	100000
5306	25	780			936			1000	100000
5306	52	78			93			1000	100000
5306	31	195			234			1000	120000
5306	20	1000	39		1000	46		1000	120000
5306	58	78			93			1000	120000
5306	43	156			187			1000	120000
5307	54	11			14			1000	60000
5307	13	47			56			1000	80000
5307	12	47			56			1000	80000
5307	11	47		47	56		56	1000	100000
5307	25	940			1128			1000	100000
5307	52	94			112			1000	100000
5307	31	235			282			1000	120000
5307	20	1000	47		1000	56		1000	120000
5307	58	94			112			1000	120000
5307	43	188			225			1000	120000
5308	54	13			16			1000	60000
5308	13	55			66			1000	80000
5308	12	55			66			1000	80000
5308	11	55		55	66		66	1000	100000
5308	25	1100			1320			1000	100000
5308	52	110			132			1000	100000
5308	31	275			330			1000	120000
5308	20	1000	55		1000	66		1000	120000
5308	58	110			132			1000	120000
5308	43	220			264			1000	120000
5309	54	16			19			1000	60000
5309	13	65			78			1000	80000
5309	12	65			78			1000	80000
5309	11	65		65	78		78	1000	100000
5309	25	1300			1560			1000	100000
5309	52	130			156			1000	100000
5309	31	325			390			1000	120000
5309	20	1000	65		1000	78		1000	120000
5309	58	130			156			1000	120000
5309	43	260			312			1000	120000
5310	54	18			22			1000	60000
5310	13	75			90			1000	80000
5310	12	75			90			1000	80000
5310	11	75		75	90		90	1000	100000
5310	25	1500			1800			1000	100000
5310	52	150			180			1000	100000
5310	31	375			450			1000	120000
5310	20	1000	75		1000	90		1000	120000
5310	58	150			180			1000	120000
5310	43	300			360			1000	120000
5311	54	21			25			1000	60000
5311	13	86			103			1000	80000
5311	12	86			103			1000	80000
5311	11	86		86	103		103	1000	100000
5311	25	1720			2064			1000	100000
5311	52	172			206			1000	100000
5311	31	430			516			1000	120000
5311	20	1000	86		1000	103		1000	120000
5311	58	172			206			1000	120000
5311	43	344			412			1000	120000
5312	54	24			29			1000	60000
5312	13	99			118			1000	80000
5312	12	99			118			1000	80000
5312	11	99		99	118		118	1000	100000
5312	25	1980			2376			1000	100000
5312	52	198			237			1000	100000
5312	31	495			594			1000	120000
5312	20	1000	99		1000	118		1000	120000
5312	58	198			237			1000	120000
5312	43	396			475			1000	120000
5313	54	28			33			1000	60000
5313	13	113			135			1000	80000
5313	12	113			135			1000	80000
5313	11	113		113	135		135	1000	100000
5313	25	2260			2712			1000	100000
5313	52	226			271			1000	100000
5313	31	565			678			1000	120000
5313	20	1000	113		1000	135		1000	120000
5313	58	226			271			1000	120000
5313	43	452			542			1000	120000
5314	54	32			38			1000	60000
5314	13	128			153			1000	80000
5314	12	128			153			1000	80000
5314	11	128		128	153		153	1000	100000
5314	25	2560			3072			1000	100000
5314	52	256			307			1000	100000
5314	31	640			768			1000	120000
5314	20	1000	128		1000	153		1000	120000
5314	58	256			307			1000	120000
5314	43	512			614			1000	120000
5315	54	36			43			1000	60000
5315	13	145			174			1000	80000
5315	12	145			174			1000	80000
5315	11	145		145	174		174	1000	100000
5315	25	2900			3480			1000	100000
5315	52	290			348			1000	100000
5315	31	725			870			1000	120000
5315	20	1000	145		1000	174		1000	120000
5315	58	290			348			1000	120000
5315	43	580			696			1000	120000
5316	54	40			48			1000	60000
5316	13	163			195			1000	80000
5316	12	163			195			1000	80000
5316	11	163		163	195		195	1000	100000
5316	25	3260			3912			1000	100000
5316	52	326			391			1000	100000
5316	31	815			978			1000	120000
5316	20	1000	163		1000	195		1000	120000
5316	58	326			391			1000	120000
5316	43	652			782			1000	120000
5317	54	46			55			1000	60000
5317	13	185			222			1000	80000
5317	12	185			222			1000	80000
5317	11	185		185	222		222	1000	100000
5317	25	3700			4440			1000	100000
5317	52	370			444			1000	100000
5317	31	925			1110			1000	120000
5317	20	1000	185		1000	222		1000	120000
5317	58	370			444			1000	120000
5317	43	740			888			1000	120000
5318	54	52			62			1000	60000
5318	13	209			250			1000	80000
5318	12	209			250			1000	80000
5318	11	209		209	250		250	1000	100000
5318	25	4180			5016			1000	100000
5318	52	418			501			1000	100000
5318	31	1045			1254			1000	120000
5318	20	1000	209		1000	250		1000	120000
5318	58	418			501			1000	120000
5318	43	836			1003			1000	120000
5319	54	59			70			1000	60000
5319	13	236			283			1000	80000
5319	12	236			283			1000	80000
5319	11	236		236	283		283	1000	100000
5319	25	4720			5664			1000	100000
5319	52	472			566			1000	100000
5319	31	1180			1416			1000	120000
5319	20	1000	236		1000	283		1000	120000
5319	58	472			566			1000	120000
5319	43	944			1132			1000	120000
5320	54	66			80			1000	60000
5320	13	267			320			1000	80000
5320	12	267			320			1000	80000
5320	11	267		267	320		320	1000	100000
5320	25	5340			6408			1000	100000
5320	52	534			640			1000	100000
5320	31	1335			1602			1000	120000
5320	20	1000	267		1000	320		1000	120000
5320	58	534			640			1000	120000
5320	43	1068			1281			1000	120000
