NpcResId	NpcResFile	NpcShadowResFile	DialogRadius	HeadTextHeight	HeadTextScale	BloodBarHeight	SelectEffectScale	Scale	ShowBoxCollider	BoxColliderSizeX	BoxColliderSizeY	BoxColliderPosX	BoxColliderPosY
12344	Npc/critter124a/critter124a.asset	Npc/critter124a/critter124a_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12345	Npc/critter128/critter128.asset	Npc/critter128/critter128_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12346	Npc/critter127/critter127.asset	Npc/critter127/critter127_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12347	Npc/passerby185/passerby185.asset	Npc/passerby185/passerby185_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12348	Npc/passerby375/passerby375.asset	Npc/passerby375/passerby375_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12349	Npc/passerby285/passerby285.asset	Npc/passerby285/passerby285_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12350	Npc/passerby284/passerby284.asset	Npc/passerby284/passerby284_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12351	Npc/critter069a/critter069a.asset	Npc/critter069a/critter069a_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12352	Npc/critter069c/critter069c.asset	Npc/critter069c/critter069c_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12353	Npc/critter047b/critter047b.asset	Npc/critter047b/critter047b_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12354	Npc/critter047a/critter047a.asset	Npc/critter047a/critter047a_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12355	Npc/passerby580/passerby580.asset	Npc/passerby580/passerby580_shadow.asset	3	1.5	0.008	1.1	0		1	0.6	1	0	0.4
12356	Npc/enemy225/enemy225.asset	Npc/enemy225/enemy225_shadow.asset	3	3.2	0.008	3.05	1.5		1	0.6	1	0	0.4
12359	Npc/passerby313/passerby313.asset	Npc/passerby313/passerby313_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12360	Npc/passerby299/passerby299.asset	Npc/passerby299/passerby299_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12361	Npc/passerby300/passerby300.asset	Npc/passerby300/passerby300_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12362	Npc/passerby301/passerby301.asset	Npc/passerby301/passerby301_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12363	Npc/passerby302/passerby302.asset	Npc/passerby302/passerby302_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12364	Npc/passerby303/passerby303.asset	Npc/passerby303/passerby303_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12365	Npc/passerby304/passerby304.asset	Npc/passerby304/passerby304_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12366	Npc/passerby305/passerby305.asset	Npc/passerby305/passerby305_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12367	Npc/passerby306/passerby306.asset	Npc/passerby306/passerby306_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12368	Npc/passerby307/passerby307.asset	Npc/passerby307/passerby307_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12369	Npc/passerby308/passerby308.asset	Npc/passerby308/passerby308_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12370	Npc/passerby309/passerby309.asset	Npc/passerby309/passerby309_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12371	Npc/passerby310/passerby310.asset	Npc/passerby310/passerby310_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12372	Npc/passerby311/passerby311.asset	Npc/passerby311/passerby311_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12373	Npc/passerby312/passerby312.asset	Npc/passerby312/passerby312_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12374	Npc/passerby569/passerby569.asset	Npc/passerby569/passerby569_shadow.asset	3	1.8	0.008	1.1	0		1	0.6	1	0	0.4
12375	Npc/critter126a/critter126a.asset	Npc/critter126a/critter126a_shadow.asset	3	2.4	0.008	1.1	0		1	0.6	1	0	0.4
12376	Npc/passerby990/passerby990.asset	Npc/passerby990/passerby990_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12377	Npc/passerby991/passerby991.asset	Npc/passerby991/passerby991_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12378	Npc/passerby992/passerby992.asset	Npc/passerby992/passerby992_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12379	Npc/passerby993/passerby993.asset	Npc/passerby993/passerby993_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12380	Npc/passerby994/passerby994.asset	Npc/passerby994/passerby994_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12381	Npc/passerby995/passerby995.asset	Npc/passerby995/passerby995_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12382	Npc/passerby996/passerby996.asset	Npc/passerby996/passerby996_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12383	Npc/passerby997/passerby997.asset	Npc/passerby997/passerby997_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12384	Npc/passerby998/passerby998.asset	Npc/passerby998/passerby998_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12385	Npc/passerby999/passerby999.asset	Npc/passerby999/passerby999_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12386	Npc/ani051/ani051.asset	Npc/ani051/ani051_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12387	Npc/passerby270/passerby270.asset	Npc/passerby270/passerby270_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12388	Npc/passerby283/passerby283.asset	Npc/passerby283/passerby283_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12389	Npc/enemy181/enemy181.asset	Npc/enemy181/enemy181_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12390	Npc/passerby640/passerby640.asset	Npc/passerby640/passerby640_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12391	Npc/passerby644/passerby644.asset	Npc/passerby644/passerby644_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12392	Npc/passerby648/passerby648.asset	Npc/passerby648/passerby648_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12393	Npc/passerby365/passerby365.asset	Npc/passerby365/passerby365_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12394	Npc/passerby447/passerby447.asset	Npc/passerby447/passerby447_shadow.asset	3	2.4	0.008	1.1	0		1	0.6	1	0	0.4
12395	Npc/passerby452/passerby452.asset	Npc/passerby452/passerby452_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12396	Npc/passerby219/passerby219.asset	Npc/passerby219/passerby219_shadow.asset	3	0.7	0.008	1.3	0		1	0.6	1	0	0.4
12397	Npc/passerby161/passerby161.asset		3	1.2	0.008	1.1	1.5		1	0.6	1	0	0.4
12398	Npc/passerby662/passerby662.asset	Npc/passerby662/passerby662_shadow.asset	3	1.8	0.008	1.1	1.5		1	0.6	1	0	0.4
12399	Npc/passerby351/passerby351.asset	Npc/passerby351/passerby351_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12400	Npc/enemy166/enemy166.asset	Npc/enemy166/enemy166_shadow.asset	3	1.8	0.008	1.6	1.5	1.5	1	0.6	1	0	0.4
12401	Npc/enemy030/enemy030.asset	Npc/enemy030/enemy030_shadow.asset	3	1.8	0.008	1.6	1.5	1.5	1	0.6	1	0	0.4
12402	Npc/enemy016/enemy016.asset	Npc/enemy016/enemy016_shadow.asset	3	1.8	0.008	1.6	1.5	1.5	1	0.6	1	0	0.4
12403	Npc/enemy224/enemy224.asset		3	2	0.008	1.8	1.5	1.5	1	0.6	1	0	0.4
12404	Npc/enemy149/enemy149.asset	Npc/enemy149/enemy149_shadow.asset	3	1.8	0.008	1.6	1.5	1.5	1	0.6	1	0	0.4
12405	Npc/passerby1000/passerby1000.asset	Npc/passerby1000/passerby1000_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12406	Npc/passerby690/passerby690.asset	Npc/passerby690/passerby690_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12407	Npc/passerby691/passerby691.asset	Npc/passerby691/passerby691_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12408	Npc/passerby692/passerby692.asset	Npc/passerby692/passerby692_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12409	Npc/passerby344/passerby344.asset	Npc/passerby344/passerby344_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12410	Npc/passerby346/passerby346.asset	Npc/passerby346/passerby346_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12411	Npc/passerby345/passerby345.asset	Npc/passerby345/passerby345_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12412	Npc/passerby334/passerby334.asset	Npc/passerby334/passerby334_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12413	Npc/passerby332/passerby332.asset	Npc/passerby332/passerby332_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12414	Npc/passerby335/passerby335.asset	Npc/passerby335/passerby335_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12415	Npc/passerby338/passerby338.asset	Npc/passerby338/passerby338_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12416	Npc/passerby331/passerby331.asset	Npc/passerby331/passerby331_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12417	Npc/passerby339/passerby339.asset	Npc/passerby339/passerby339_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12418	Npc/passerby333/passerby333.asset	Npc/passerby333/passerby333_shadow.asset	3	1.5	0.008	1.3	0		1	0.6	1	0	0.4
12430	Npc/boss024/boss024.asset	Npc/boss024/boss024_shadow.asset	3	2.1	0.008	2	0		1	0.6	1	0	0.4
12431	Npc/passerby204/passerby204.asset	Npc/passerby204/passerby204_shadow.asset	3	1.3	0.008	1.2	0		1	0.6	1	0	0.4
12432	Npc/critter032/critter032.asset	Npc/critter032/critter032_shadow.asset	3	1.3	0.008	1.2	0		1	0.6	1	0	0.4
12433	Npc/boss017/boss017.asset		3	2.1	0.008	2	1.5		1	0.6	1	0	0.4
12434	Npc/passerby203/passerby203.asset	Npc/passerby203/passerby203_shadow.asset	3	1.3	0.008	1.2	0		1	0.6	1	0	0.4
12435	Npc/boss018/boss018.asset	Npc/boss018/boss018_shadow.asset	3	2.1	0.008	2	0		1	0.6	1	0	0.4
12436	Npc/critter022/critter022.asset	Npc/critter022/critter022_shadow.asset	3	1.3	0.008	1.2	0		1	0.6	1	0	0.4
12438	Npc/critter001/critter001.asset	Npc/critter001/critter001_shadow.asset	3	1.1	0.008	1	0		1	0.6	1	0	0.4
12439	Npc/passerby033/passerby033.asset	Npc/passerby033/passerby033_shadow.asset	3	2.1	0.008	2	0		1	0.6	1	0	0.4
12440	Npc/enemy143/enemy143.asset	Npc/enemy143/enemy143_shadow.asset	3	1.3	0.008	1.2	0		1	0.6	1	0	0.4
12441	Npc/boss020/boss020.asset	Npc/boss020/boss020_shadow.asset	3	2.1	0.008	2	0		1	0.6	1	0	0.4
12447	Npc/passerby2009/passerby2009.asset	Npc/passerby2009/passerby2009_shadow.asset	3	1.2	0.008	1.1	0		1	0.6	1	0	0.4
12450	Npc/passerby2012/passerby2012.asset	Npc/passerby2012/passerby2012_shadow.asset	3	1.4	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12451	Npc/passerby2013/passerby2013.asset	Npc/passerby2013/passerby2013_shadow.asset	3	1.4	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12452	Npc/passerby2014/passerby2014.asset	Npc/passerby2014/passerby2014_shadow.asset	3	1.4	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12453	Npc/passerby2015/passerby2015.asset	Npc/passerby2015/passerby2015_shadow.asset	3	1.4	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12454	Npc/passerby2016/passerby2016.asset	Npc/passerby2016/passerby2016_shadow.asset	3	1.4	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12455	Npc/passerby2017/passerby2017.asset	Npc/passerby2017/passerby2017_shadow.asset	3	1.4	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12456	Npc/passerby2018/passerby2018.asset	Npc/passerby2018/passerby2018_shadow.asset	3	1.4	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12457	Npc/passerby2019/passerby2019.asset	Npc/passerby2019/passerby2019_shadow.asset	3	1.4	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12458	Npc/passerby2020/passerby2020.asset	Npc/passerby2020/passerby2020_shadow.asset	3	1.4	0.008	1.1	0	0.6	1	0.6	1	0	0.4
12459	Npc/enemy089/enemy089.asset	Npc/enemy089/enemy089_shadow.asset	3	1.8	0.008	1.7	0	1.3	1	0.6	1	0	0.4
12460	Npc/enemy068/enemy068.asset	Npc/enemy068/enemy068_shadow.asset	3	1.8	0.008	1.7	0	1.3	1	0.6	1	0	0.4
12561	Npc/passerby1000/passerby1000.asset	Npc/passerby1000/passerby1000_shadow.asset	3	1.8	0.008	1.7	1.5	1.2	1	0.6	1	0	0.4
13531	Npc/passerby129/passerby129.asset	Npc/passerby129/passerby129_shadow.asset	3	0.8	0.008	1.3	0		1	0.6	1	0	0.4
14001	Npc/boss017/boss017.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14002	Npc/boss013/boss013.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14003	Npc/boss018/boss018.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14004	Npc/boss015/boss015.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14005	Npc/boss014/boss014.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14006	Npc/boss019/boss019.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14007	Npc/boss020/boss020.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14008	Npc/passerby035/passerby035.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14009	Npc/boss022/boss022.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14010	Npc/boss023/boss023.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14011	Npc/passerby033/passerby033.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
14012	Npc/passerby065/passerby065.asset		3	2.2	0.008	2.05	1.5	1.2	1	0.6	1	0	0.4
