nGroupId	nOrder	nIndex	szAttrType	nAttrValueMin1	nAttrValueMax1	nAttrValueMin2	nAttrValueMax2	nAttrValueMin3	nAttrValueMax3	nCompareIndex	nReference	tbnColorList	FightPower	nAttrTypeWeight
11	15	16	stealmana_v	172	258					1	527	60|80|100	5270	120
11	15	17	steallife_v	172	258					1	527	60|80|100	5270	100
11	15	18	recover_life_v	86	129	9	9			1	263	60|80|100	5260	100
11	15	19	recover_mana_v	86	129	9	9			1	263	60|80|100	5260	120
11	15	20	lifereplenish_w	688	1032					1	2105	60|80|100	5263	100
11	15	21	manareplenish_w	688	1032					1	2105	60|80|100	5263	120
11	15	22	weaken_deadlystrike_damage_v	86	129					1	263	60|80|100	5260	100
11	15	23	weaken_deadlystrike_v	86	129					1	263	60|80|100	5260	100
11	15	24	defense_v	86	129					1	263	60|80|100	5260	100
11	15	25	vitality_v	86	129					1	263	60|80|100	5260	100
11	15	26	energy_v	86	129					1	263	60|80|100	5260	100
11	15	27	return_resist_range_v	344	516					1	1053	60|80|100	5265	120
11	15	28	return_resist_melee_v	344	516					1	1053	60|80|100	5265	120
11	16	1	physical_metaldamage_v	90	135					1	275	60|80|100	5500	50
11	16	2	energy_metaldamage_v	90	135					1	275	60|80|100	5500	50
11	16	3	basic_damage_v	90	135			90	135	1	275	60|80|100	5500	50
11	16	4	deadlystrike_damage_v	90	135					1	275	60|80|100	5500	50
11	16	5	deadlystrike_v	90	135					1	275	60|80|100	5500	50
11	16	6	strength_v	90	135					1	275	60|80|100	5500	50
11	16	7	dexterity_v	90	135					1	275	60|80|100	5500	50
11	16	8	ignore_metal_resist_v	100	100	90	135			2	275	60|80|100	2000	100
11	16	9	ignore_defense_v	90	135					1	275	60|80|100	5500	50
11	16	10	rangedamage_return_v	360	539					1	1100	60|80|100	5500	120
11	16	11	meleedamage_return_v	360	539					1	1100	60|80|100	5500	120
11	16	12	attackrating_v	90	135					1	275	60|80|100	5500	120
11	16	13	lifemax_v	1796	2694					1	5499	60|80|100	5499	100
11	16	14	manamax_v	1796	2694					1	5499	60|80|100	5499	120
11	16	15	metal_resist_v	449	674					1	1376	60|80|100	5504	100
11	16	16	stealmana_v	180	270					1	550	60|80|100	5500	120
11	16	17	steallife_v	180	270					1	550	60|80|100	5500	100
11	16	18	recover_life_v	90	135	9	9			1	275	60|80|100	5500	100
11	16	19	recover_mana_v	90	135	9	9			1	275	60|80|100	5500	120
11	16	20	lifereplenish_w	719	1078					1	2200	60|80|100	5500	100
11	16	21	manareplenish_w	719	1078					1	2200	60|80|100	5500	120
11	16	22	weaken_deadlystrike_damage_v	90	135					1	275	60|80|100	5500	100
11	16	23	weaken_deadlystrike_v	90	135					1	275	60|80|100	5500	100
11	16	24	defense_v	90	135					1	275	60|80|100	5500	100
11	16	25	vitality_v	90	135					1	275	60|80|100	5500	100
11	16	26	energy_v	90	135					1	275	60|80|100	5500	100
11	16	27	return_resist_range_v	360	539					1	1100	60|80|100	5500	120
11	16	28	return_resist_melee_v	360	539					1	1100	60|80|100	5500	120
11	17	1	physical_metaldamage_v	94	141					1	287	60|80|100	5740	50
11	17	2	energy_metaldamage_v	94	141					1	287	60|80|100	5740	50
11	17	3	basic_damage_v	94	141			94	141	1	287	60|80|100	5740	50
11	17	4	deadlystrike_damage_v	94	141					1	287	60|80|100	5740	50
11	17	5	deadlystrike_v	94	141					1	287	60|80|100	5740	50
11	17	6	strength_v	94	141					1	287	60|80|100	5740	50
11	17	7	dexterity_v	94	141					1	287	60|80|100	5740	50
11	17	8	ignore_metal_resist_v	100	100	94	141			2	287	60|80|100	2000	100
11	17	9	ignore_defense_v	94	141					1	287	60|80|100	5740	50
11	17	10	rangedamage_return_v	375	562					1	1148	60|80|100	5740	120
11	17	11	meleedamage_return_v	375	562					1	1148	60|80|100	5740	120
11	17	12	attackrating_v	94	141					1	287	60|80|100	5740	120
11	17	13	lifemax_v	1874	2811					1	5735	60|80|100	5735	100
11	17	14	manamax_v	1874	2811					1	5735	60|80|100	5735	120
11	17	15	metal_resist_v	469	704					1	1434	60|80|100	5736	100
11	17	16	stealmana_v	188	282					1	574	60|80|100	5740	120
11	17	17	steallife_v	188	282					1	574	60|80|100	5740	100
11	17	18	recover_life_v	94	141	9	9			1	287	60|80|100	5740	100
11	17	19	recover_mana_v	94	141	9	9			1	287	60|80|100	5740	120
11	17	20	lifereplenish_w	750	1125					1	2295	60|80|100	5738	100
11	17	21	manareplenish_w	750	1125					1	2295	60|80|100	5738	120
11	17	22	weaken_deadlystrike_damage_v	94	141					1	287	60|80|100	5740	100
11	17	23	weaken_deadlystrike_v	94	141					1	287	60|80|100	5740	100
11	17	24	defense_v	94	141					1	287	60|80|100	5740	100
11	17	25	vitality_v	94	141					1	287	60|80|100	5740	100
11	17	26	energy_v	94	141					1	287	60|80|100	5740	100
11	17	27	return_resist_range_v	375	562					1	1148	60|80|100	5740	120
11	17	28	return_resist_melee_v	375	562					1	1148	60|80|100	5740	120
11	18	1	physical_metaldamage_v	98	147					1	299	60|80|100	5980	50
11	18	2	energy_metaldamage_v	98	147					1	299	60|80|100	5980	50
11	18	3	basic_damage_v	98	147			98	147	1	299	60|80|100	5980	50
11	18	4	deadlystrike_damage_v	98	147					1	299	60|80|100	5980	50
11	18	5	deadlystrike_v	98	147					1	299	60|80|100	5980	50
11	18	6	strength_v	98	147					1	299	60|80|100	5980	50
11	18	7	dexterity_v	98	147					1	299	60|80|100	5980	50
11	18	8	ignore_metal_resist_v	100	100	98	147			2	299	60|80|100	2000	100
11	18	9	ignore_defense_v	98	147					1	299	60|80|100	5980	50
11	18	10	rangedamage_return_v	391	586					1	1194	60|80|100	5970	120
11	18	11	meleedamage_return_v	391	586					1	1194	60|80|100	5970	120
11	18	12	attackrating_v	98	147					1	299	60|80|100	5980	120
11	18	13	lifemax_v	1952	2927					1	5973	60|80|100	5973	100
11	18	14	manamax_v	1952	2927					1	5973	60|80|100	5973	120
11	18	15	metal_resist_v	488	732					1	1493	60|80|100	5972	100
11	18	16	stealmana_v	196	293	9	9			1	598	60|80|100	5980	120
11	18	17	steallife_v	196	293	9	9			1	598	60|80|100	5980	100
11	18	18	recover_life_v	98	147	9	9			1	299	60|80|100	5980	100
11	18	19	recover_mana_v	98	147	9	9			1	299	60|80|100	5980	120
11	18	20	lifereplenish_w	781	1172					1	2390	60|80|100	5975	100
11	18	21	manareplenish_w	781	1172					1	2390	60|80|100	5975	120
11	18	22	weaken_deadlystrike_damage_v	98	147					1	299	60|80|100	5980	100
11	18	23	weaken_deadlystrike_v	98	147					1	299	60|80|100	5980	100
11	18	24	defense_v	98	147					1	299	60|80|100	5980	100
11	18	25	vitality_v	98	147					1	299	60|80|100	5980	100
11	18	26	energy_v	98	147					1	299	60|80|100	5980	100
11	18	27	return_resist_range_v	391	586					1	1194	60|80|100	5970	120
11	18	28	return_resist_melee_v	391	586					1	1194	60|80|100	5970	120
11	19	1	physical_metaldamage_v	102	153					1	311	60|80|100	6220	50
11	19	2	energy_metaldamage_v	102	153					1	311	60|80|100	6220	50
11	19	3	basic_damage_v	102	153			102	153	1	311	60|80|100	6220	50
11	19	4	deadlystrike_damage_v	102	153					1	311	60|80|100	6220	50
11	19	5	deadlystrike_v	102	153					1	311	60|80|100	6220	50
11	19	6	strength_v	102	153					1	311	60|80|100	6220	50
11	19	7	dexterity_v	102	153					1	311	60|80|100	6220	50
11	19	8	ignore_metal_resist_v	100	100	102	153			2	311	60|80|100	2000	100
11	19	9	ignore_defense_v	102	153					1	311	60|80|100	6220	50
11	19	10	rangedamage_return_v	407	610					1	1242	60|80|100	6210	120
11	19	11	meleedamage_return_v	407	610					1	1242	60|80|100	6210	120
11	19	12	attackrating_v	102	153					1	311	60|80|100	6220	120
11	19	13	lifemax_v	2028	3042					1	6209	60|80|100	6209	100
11	19	14	manamax_v	2028	3042					1	6209	60|80|100	6209	120
11	19	15	metal_resist_v	508	761					1	1552	60|80|100	6208	100
11	19	16	stealmana_v	203	304					1	621	60|80|100	6210	120
11	19	17	steallife_v	203	304					1	621	60|80|100	6210	100
11	19	18	recover_life_v	102	153	9	9			1	311	60|80|100	6220	100
11	19	19	recover_mana_v	102	153	9	9			1	311	60|80|100	6220	120
11	19	20	lifereplenish_w	812	1217					1	2483	60|80|100	6208	100
11	19	21	manareplenish_w	812	1217					1	2483	60|80|100	6208	120
11	19	22	weaken_deadlystrike_damage_v	102	153					1	311	60|80|100	6220	100
11	19	23	weaken_deadlystrike_v	102	153					1	311	60|80|100	6220	100
11	19	24	defense_v	102	153					1	311	60|80|100	6220	100
11	19	25	vitality_v	102	153					1	311	60|80|100	6220	100
11	19	26	energy_v	102	153					1	311	60|80|100	6220	100
11	19	27	return_resist_range_v	407	610					1	1242	60|80|100	6210	120
11	19	28	return_resist_melee_v	407	610					1	1242	60|80|100	6210	120
11	20	1	physical_metaldamage_v	106	159					1	323	60|80|100	6460	50
11	20	2	energy_metaldamage_v	106	159					1	323	60|80|100	6460	50
11	20	3	basic_damage_v	106	159			106	159	1	323	60|80|100	6460	50
11	20	4	deadlystrike_damage_v	106	159					1	323	60|80|100	6460	50
11	20	5	deadlystrike_v	106	159					1	323	60|80|100	6460	50
11	20	6	strength_v	106	159					1	323	60|80|100	6460	50
11	20	7	dexterity_v	106	159					1	323	60|80|100	6460	50
11	20	8	ignore_metal_resist_v	100	100	106	159			2	323	60|80|100	2000	100
11	20	9	ignore_defense_v	106	159					1	323	60|80|100	6460	50
11	20	10	rangedamage_return_v	421	632					1	1289	60|80|100	6445	120
11	20	11	meleedamage_return_v	421	632					1	1289	60|80|100	6445	120
11	20	12	attackrating_v	106	159					1	323	60|80|100	6460	120
11	20	13	lifemax_v	2106	3159					1	6446	60|80|100	6446	100
11	20	14	manamax_v	2106	3159					1	6446	60|80|100	6446	120
11	20	15	metal_resist_v	527	790					1	1612	60|80|100	6448	100
11	20	16	stealmana_v	211	316					1	645	60|80|100	6450	120
11	20	17	steallife_v	211	316					1	645	60|80|100	6450	100
11	20	18	recover_life_v	106	159	9	9			1	323	60|80|100	6460	100
11	20	19	recover_mana_v	106	159	9	9			1	323	60|80|100	6460	120
11	20	20	lifereplenish_w	843	1264					1	2578	60|80|100	6445	100
11	20	21	manareplenish_w	843	1264					1	2578	60|80|100	6445	120
11	20	22	weaken_deadlystrike_damage_v	106	159					1	323	60|80|100	6460	100
11	20	23	weaken_deadlystrike_v	106	159					1	323	60|80|100	6460	100
11	20	24	defense_v	106	159					1	323	60|80|100	6460	100
11	20	25	vitality_v	106	159					1	323	60|80|100	6460	100
11	20	26	energy_v	106	159					1	323	60|80|100	6460	100
11	20	27	return_resist_range_v	421	632					1	1289	60|80|100	6445	120
11	20	28	return_resist_melee_v	421	632					1	1289	60|80|100	6445	120
11	21	1	physical_metaldamage_v	110	165					1	334	60|80|100	6680	50
11	21	2	energy_metaldamage_v	110	165					1	334	60|80|100	6680	50
11	21	3	basic_damage_v	110	165			110	165	1	334	60|80|100	6680	50
11	21	4	deadlystrike_damage_v	110	165					1	334	60|80|100	6680	50
11	21	5	deadlystrike_v	110	165					1	334	60|80|100	6680	50
11	21	6	strength_v	110	165					1	334	60|80|100	6680	50
11	21	7	dexterity_v	110	165					1	334	60|80|100	6680	50
11	21	8	ignore_metal_resist_v	100	100	110	165			2	334	60|80|100	2000	100
11	21	9	ignore_defense_v	110	165					1	334	60|80|100	6680	50
11	21	10	rangedamage_return_v	437	656					1	1337	60|80|100	6685	120
11	21	11	meleedamage_return_v	437	656					1	1337	60|80|100	6685	120
11	21	12	attackrating_v	110	165					1	334	60|80|100	6680	120
11	21	13	lifemax_v	2184	3275					1	6682	60|80|100	6682	100
11	21	14	manamax_v	2184	3275					1	6682	60|80|100	6682	120
11	21	15	metal_resist_v	546	819					1	1671	60|80|100	6684	100
11	21	16	stealmana_v	219	328					1	669	60|80|100	6690	120
11	21	17	steallife_v	219	328					1	669	60|80|100	6690	100
11	21	18	recover_life_v	110	165	9	9			1	334	60|80|100	6680	100
11	21	19	recover_mana_v	110	165	9	9			1	334	60|80|100	6680	120
11	21	20	lifereplenish_w	873	1310					1	2673	60|80|100	6683	100
11	21	21	manareplenish_w	873	1310					1	2673	60|80|100	6683	120
11	21	22	weaken_deadlystrike_damage_v	110	165					1	334	60|80|100	6680	100
11	21	23	weaken_deadlystrike_v	110	165					1	334	60|80|100	6680	100
11	21	24	defense_v	110	165					1	334	60|80|100	6680	100
11	21	25	vitality_v	110	165					1	334	60|80|100	6680	100
11	21	26	energy_v	110	165					1	334	60|80|100	6680	100
11	21	27	return_resist_range_v	437	656					1	1337	60|80|100	6685	120
11	21	28	return_resist_melee_v	437	656					1	1337	60|80|100	6685	120
12	1	1	physical_wooddamage_v	22	33					1	65	60|80|100	1300	50
12	1	2	energy_wooddamage_v	22	33					1	65	60|80|100	1300	50
12	1	3	basic_damage_v	22	33			22	33	1	65	60|80|100	1300	50
12	1	4	deadlystrike_damage_v	22	33					1	65	60|80|100	1300	50
12	1	5	deadlystrike_v	22	33					1	65	60|80|100	1300	50
12	1	6	strength_v	22	33					1	65	60|80|100	1300	50
12	1	7	dexterity_v	22	33					1	65	60|80|100	1300	50
12	1	8	ignore_wood_resist_v	100	100	22	33			2	100	60|80|100	2000	100
12	1	9	ignore_defense_v	22	33					1	65	60|80|100	1300	50
12	1	10	rangedamage_return_v	85	128					1	258	60|80|100	1290	120
12	1	11	meleedamage_return_v	85	128					1	258	60|80|100	1290	120
12	1	12	attackrating_v	22	33					1	65	60|80|100	1300	120
12	1	13	lifemax_v	422	633					1	1292	60|80|100	1292	100
12	1	14	manamax_v	422	633					1	1292	60|80|100	1292	120
12	1	15	wood_resist_v	106	159					1	323	60|80|100	1292	100
12	1	16	stealmana_v	43	64					1	130	60|80|100	1300	120
12	1	17	steallife_v	43	64					1	130	60|80|100	1300	100
12	1	18	recover_life_v	22	33	9	9			1	65	60|80|100	1300	100
12	1	19	recover_mana_v	22	33	9	9			1	65	60|80|100	1300	120
12	1	20	lifereplenish_w	169	254					1	516	60|80|100	1290	100
12	1	21	manareplenish_w	169	254					1	516	60|80|100	1290	120
12	1	22	weaken_deadlystrike_damage_v	22	33					1	65	60|80|100	1300	100
12	1	23	weaken_deadlystrike_v	22	33					1	65	60|80|100	1300	100
12	1	24	defense_v	22	33					1	65	60|80|100	1300	100
12	1	25	vitality_v	22	33					1	65	60|80|100	1300	100
12	1	26	energy_v	22	33					1	65	60|80|100	1300	100
12	1	27	return_resist_range_v	85	128					1	258	60|80|100	1290	120
12	1	28	return_resist_melee_v	85	128					1	258	60|80|100	1290	120
12	2	1	physical_wooddamage_v	24	36					1	75	60|80|100	1500	50
12	2	2	energy_wooddamage_v	24	36					1	75	60|80|100	1500	50
12	2	3	basic_damage_v	24	36			24	36	1	75	60|80|100	1500	50
12	2	4	deadlystrike_damage_v	24	36					1	75	60|80|100	1500	50
12	2	5	deadlystrike_v	24	36					1	75	60|80|100	1500	50
12	2	6	strength_v	24	36					1	75	60|80|100	1500	50
12	2	7	dexterity_v	24	36					1	75	60|80|100	1500	50
12	2	8	ignore_wood_resist_v	100	100	24	36			2	100	60|80|100	2000	100
12	2	9	ignore_defense_v	24	36					1	75	60|80|100	1500	50
12	2	10	rangedamage_return_v	97	146					1	297	60|80|100	1485	120
12	2	11	meleedamage_return_v	97	146					1	297	60|80|100	1485	120
12	2	12	attackrating_v	24	36					1	75	60|80|100	1500	120
12	2	13	lifemax_v	485	728					1	1485	60|80|100	1485	100
12	2	14	manamax_v	485	728					1	1485	60|80|100	1485	120
12	2	15	wood_resist_v	121	182					1	371	60|80|100	1484	100
12	2	16	stealmana_v	49	74					1	149	60|80|100	1490	120
12	2	17	steallife_v	49	74					1	149	60|80|100	1490	100
12	2	18	recover_life_v	24	36	9	9			1	75	60|80|100	1500	100
12	2	19	recover_mana_v	24	36	9	9			1	75	60|80|100	1500	120
12	2	20	lifereplenish_w	195	292					1	594	60|80|100	1485	100
12	2	21	manareplenish_w	195	292					1	594	60|80|100	1485	120
12	2	22	weaken_deadlystrike_damage_v	24	36					1	75	60|80|100	1500	100
12	2	23	weaken_deadlystrike_v	24	36					1	75	60|80|100	1500	100
12	2	24	defense_v	24	36					1	75	60|80|100	1500	100
12	2	25	vitality_v	24	36					1	75	60|80|100	1500	100
12	2	26	energy_v	24	36					1	75	60|80|100	1500	100
12	2	27	return_resist_range_v	97	146					1	297	60|80|100	1485	120
12	2	28	return_resist_melee_v	97	146					1	297	60|80|100	1485	120
12	3	1	physical_wooddamage_v	28	42					1	86	60|80|100	1720	50
12	3	2	energy_wooddamage_v	28	42					1	86	60|80|100	1720	50
12	3	3	basic_damage_v	28	42			28	42	1	86	60|80|100	1720	50
12	3	4	deadlystrike_damage_v	28	42					1	86	60|80|100	1720	50
12	3	5	deadlystrike_v	28	42					1	86	60|80|100	1720	50
12	3	6	strength_v	28	42					1	86	60|80|100	1720	50
12	3	7	dexterity_v	28	42					1	86	60|80|100	1720	50
12	3	8	ignore_wood_resist_v	100	100	28	42			2	100	60|80|100	2000	100
12	3	9	ignore_defense_v	28	42					1	86	60|80|100	1720	50
12	3	10	rangedamage_return_v	112	168					1	342	60|80|100	1710	120
12	3	11	meleedamage_return_v	112	168					1	342	60|80|100	1710	120
12	3	12	attackrating_v	28	42					1	86	60|80|100	1720	120
12	3	13	lifemax_v	558	837					1	1708	60|80|100	1708	100
12	3	14	manamax_v	558	837					1	1708	60|80|100	1708	120
12	3	15	wood_resist_v	140	209					1	428	60|80|100	1712	100
12	3	16	stealmana_v	56	83					1	171	60|80|100	1710	120
12	3	17	steallife_v	56	83					1	171	60|80|100	1710	100
12	3	18	recover_life_v	28	42	9	9			1	86	60|80|100	1720	100
12	3	19	recover_mana_v	28	42	9	9			1	86	60|80|100	1720	120
12	3	20	lifereplenish_w	224	335					1	683	60|80|100	1708	100
12	3	21	manareplenish_w	224	335					1	683	60|80|100	1708	120
12	3	22	weaken_deadlystrike_damage_v	28	42					1	86	60|80|100	1720	100
12	3	23	weaken_deadlystrike_v	28	42					1	86	60|80|100	1720	100
12	3	24	defense_v	28	42					1	86	60|80|100	1720	100
12	3	25	vitality_v	28	42					1	86	60|80|100	1720	100
12	3	26	energy_v	28	42					1	86	60|80|100	1720	100
12	3	27	return_resist_range_v	112	168					1	342	60|80|100	1710	120
12	3	28	return_resist_melee_v	112	168					1	342	60|80|100	1710	120
12	4	1	physical_wooddamage_v	32	48					1	99	60|80|100	1980	50
12	4	2	energy_wooddamage_v	32	48					1	99	60|80|100	1980	50
12	4	3	basic_damage_v	32	48			32	48	1	99	60|80|100	1980	50
12	4	4	deadlystrike_damage_v	32	48					1	99	60|80|100	1980	50
12	4	5	deadlystrike_v	32	48					1	99	60|80|100	1980	50
12	4	6	strength_v	32	48					1	99	60|80|100	1980	50
12	4	7	dexterity_v	32	48					1	99	60|80|100	1980	50
12	4	8	ignore_wood_resist_v	100	100	32	48			2	100	60|80|100	2000	100
12	4	9	ignore_defense_v	32	48					1	99	60|80|100	1980	50
12	4	10	rangedamage_return_v	128	192					1	393	60|80|100	1965	120
12	4	11	meleedamage_return_v	128	192					1	393	60|80|100	1965	120
12	4	12	attackrating_v	32	48					1	99	60|80|100	1980	120
12	4	13	lifemax_v	642	963					1	1964	60|80|100	1964	100
12	4	14	manamax_v	642	963					1	1964	60|80|100	1964	120
12	4	15	wood_resist_v	160	240					1	491	60|80|100	1964	100
12	4	16	stealmana_v	65	98					1	197	60|80|100	1970	120
12	4	17	steallife_v	65	98					1	197	60|80|100	1970	100
12	4	18	recover_life_v	32	48	9	9			1	99	60|80|100	1980	100
12	4	19	recover_mana_v	32	48	9	9			1	99	60|80|100	1980	120
12	4	20	lifereplenish_w	257	386					1	785	60|80|100	1963	100
12	4	21	manareplenish_w	257	386					1	785	60|80|100	1963	120
12	4	22	weaken_deadlystrike_damage_v	32	48					1	99	60|80|100	1980	100
12	4	23	weaken_deadlystrike_v	32	48					1	99	60|80|100	1980	100
12	4	24	defense_v	32	48					1	99	60|80|100	1980	100
12	4	25	vitality_v	32	48					1	99	60|80|100	1980	100
12	4	26	energy_v	32	48					1	99	60|80|100	1980	100
12	4	27	return_resist_range_v	128	192					1	393	60|80|100	1965	120
12	4	28	return_resist_melee_v	128	192					1	393	60|80|100	1965	120
12	5	1	physical_wooddamage_v	37	56					1	113	60|80|100	2260	50
12	5	2	energy_wooddamage_v	37	56					1	113	60|80|100	2260	50
12	5	3	basic_damage_v	37	56			37	56	1	113	60|80|100	2260	50
12	5	4	deadlystrike_damage_v	37	56					1	113	60|80|100	2260	50
12	5	5	deadlystrike_v	37	56					1	113	60|80|100	2260	50
12	5	6	strength_v	37	56					1	113	60|80|100	2260	50
12	5	7	dexterity_v	37	56					1	113	60|80|100	2260	50
12	5	8	ignore_wood_resist_v	100	100	37	56			2	113	60|80|100	2000	100
12	5	9	ignore_defense_v	37	56					1	113	60|80|100	2260	50
12	5	10	rangedamage_return_v	148	221					1	452	60|80|100	2260	120
12	5	11	meleedamage_return_v	148	221					1	452	60|80|100	2260	120
12	5	12	attackrating_v	37	56					1	113	60|80|100	2260	120
12	5	13	lifemax_v	738	1107					1	2258	60|80|100	2258	100
12	5	14	manamax_v	738	1107					1	2258	60|80|100	2258	120
12	5	15	wood_resist_v	184	276					1	564	60|80|100	2256	100
12	5	16	stealmana_v	74	111					1	226	60|80|100	2260	120
12	5	17	steallife_v	74	111					1	226	60|80|100	2260	100
12	5	18	recover_life_v	37	56	9	9			1	113	60|80|100	2260	100
12	5	19	recover_mana_v	37	56	9	9			1	113	60|80|100	2260	120
12	5	20	lifereplenish_w	295	442					1	903	60|80|100	2258	100
12	5	21	manareplenish_w	295	442					1	903	60|80|100	2258	120
12	5	22	weaken_deadlystrike_damage_v	37	56					1	113	60|80|100	2260	100
12	5	23	weaken_deadlystrike_v	37	56					1	113	60|80|100	2260	100
12	5	24	defense_v	37	56					1	113	60|80|100	2260	100
12	5	25	vitality_v	37	56					1	113	60|80|100	2260	100
12	5	26	energy_v	37	56					1	113	60|80|100	2260	100
12	5	27	return_resist_range_v	148	221					1	452	60|80|100	2260	120
12	5	28	return_resist_melee_v	148	221					1	452	60|80|100	2260	120
12	6	1	physical_wooddamage_v	43	64					1	130	60|80|100	2600	50
12	6	2	energy_wooddamage_v	43	64					1	130	60|80|100	2600	50
12	6	3	basic_damage_v	43	64			43	64	1	130	60|80|100	2600	50
12	6	4	deadlystrike_damage_v	43	64					1	130	60|80|100	2600	50
12	6	5	deadlystrike_v	43	64					1	130	60|80|100	2600	50
12	6	6	strength_v	43	64					1	130	60|80|100	2600	50
12	6	7	dexterity_v	43	64					1	130	60|80|100	2600	50
12	6	8	ignore_wood_resist_v	100	100	43	64			2	130	60|80|100	2000	100
12	6	9	ignore_defense_v	43	64					1	130	60|80|100	2600	50
12	6	10	rangedamage_return_v	170	255					1	520	60|80|100	2600	120
12	6	11	meleedamage_return_v	170	255					1	520	60|80|100	2600	120
12	6	12	attackrating_v	43	64					1	130	60|80|100	2600	120
12	6	13	lifemax_v	848	1272					1	2596	60|80|100	2596	100
12	6	14	manamax_v	848	1272					1	2596	60|80|100	2596	120
12	6	15	wood_resist_v	212	318					1	650	60|80|100	2600	100
12	6	16	stealmana_v	85	128					1	260	60|80|100	2600	120
12	6	17	steallife_v	85	128					1	260	60|80|100	2600	100
12	6	18	recover_life_v	43	64	9	9			1	130	60|80|100	2600	100
12	6	19	recover_mana_v	43	64	9	9			1	130	60|80|100	2600	120
12	6	20	lifereplenish_w	340	509					1	1038	60|80|100	2595	100
12	6	21	manareplenish_w	340	509					1	1038	60|80|100	2595	120
12	6	22	weaken_deadlystrike_damage_v	43	64					1	130	60|80|100	2600	100
12	6	23	weaken_deadlystrike_v	43	64					1	130	60|80|100	2600	100
12	6	24	defense_v	43	64					1	130	60|80|100	2600	100
12	6	25	vitality_v	43	64					1	130	60|80|100	2600	100
12	6	26	energy_v	43	64					1	130	60|80|100	2600	100
12	6	27	return_resist_range_v	170	255					1	520	60|80|100	2600	120
12	6	28	return_resist_melee_v	170	255					1	520	60|80|100	2600	120
12	7	1	physical_wooddamage_v	47	70					1	143	60|80|100	2860	50
12	7	2	energy_wooddamage_v	47	70					1	143	60|80|100	2860	50
12	7	3	basic_damage_v	47	70			47	70	1	143	60|80|100	2860	50
12	7	4	deadlystrike_damage_v	47	70					1	143	60|80|100	2860	50
12	7	5	deadlystrike_v	47	70					1	143	60|80|100	2860	50
12	7	6	strength_v	47	70					1	143	60|80|100	2860	50
12	7	7	dexterity_v	47	70					1	143	60|80|100	2860	50
12	7	8	ignore_wood_resist_v	100	100	47	70			2	143	60|80|100	2000	100
12	7	9	ignore_defense_v	47	70					1	143	60|80|100	2860	50
12	7	10	rangedamage_return_v	187	280					1	572	60|80|100	2860	120
12	7	11	meleedamage_return_v	187	280					1	572	60|80|100	2860	120
12	7	12	attackrating_v	47	70					1	143	60|80|100	2860	120
12	7	13	lifemax_v	933	1400					1	2856	60|80|100	2856	100
12	7	14	manamax_v	933	1400					1	2856	60|80|100	2856	120
12	7	15	wood_resist_v	234	351					1	714	60|80|100	2856	100
12	7	16	stealmana_v	94	141	9	9			1	286	60|80|100	2860	120
12	7	17	steallife_v	94	141	9	9			1	286	60|80|100	2860	100
12	7	18	recover_life_v	47	70	9	9			1	143	60|80|100	2860	100
12	7	19	recover_mana_v	47	70	9	9			1	143	60|80|100	2860	120
12	7	20	lifereplenish_w	373	560					1	1143	60|80|100	2858	100
12	7	21	manareplenish_w	373	560					1	1143	60|80|100	2858	120
12	7	22	weaken_deadlystrike_damage_v	47	70					1	143	60|80|100	2860	100
12	7	23	weaken_deadlystrike_v	47	70					1	143	60|80|100	2860	100
12	7	24	defense_v	47	70					1	143	60|80|100	2860	100
12	7	25	vitality_v	47	70					1	143	60|80|100	2860	100
12	7	26	energy_v	47	70					1	143	60|80|100	2860	100
12	7	27	return_resist_range_v	187	280					1	572	60|80|100	2860	120
12	7	28	return_resist_melee_v	187	280					1	572	60|80|100	2860	120
12	8	1	physical_wooddamage_v	52	77					1	158	60|80|100	3160	50
12	8	2	energy_wooddamage_v	52	77					1	158	60|80|100	3160	50
12	8	3	basic_damage_v	52	77			52	77	1	158	60|80|100	3160	50
12	8	4	deadlystrike_damage_v	52	77					1	158	60|80|100	3160	50
12	8	5	deadlystrike_v	52	77					1	158	60|80|100	3160	50
12	8	6	strength_v	52	77					1	158	60|80|100	3160	50
12	8	7	dexterity_v	52	77					1	158	60|80|100	3160	50
12	8	8	ignore_wood_resist_v	100	100	52	77			2	158	60|80|100	2000	100
12	8	9	ignore_defense_v	52	77					1	158	60|80|100	3160	50
12	8	10	rangedamage_return_v	206	309					1	629	60|80|100	3145	120
12	8	11	meleedamage_return_v	206	309					1	629	60|80|100	3145	120
12	8	12	attackrating_v	52	77					1	158	60|80|100	3160	120
12	8	13	lifemax_v	1027	1540					1	3142	60|80|100	3142	100
12	8	14	manamax_v	1027	1540					1	3142	60|80|100	3142	120
12	8	15	wood_resist_v	257	386					1	785	60|80|100	3140	100
12	8	16	stealmana_v	103	154					1	315	60|80|100	3150	120
12	8	17	steallife_v	103	154					1	315	60|80|100	3150	100
12	8	18	recover_life_v	52	77	9	9			1	158	60|80|100	3160	100
12	8	19	recover_mana_v	52	77	9	9			1	158	60|80|100	3160	120
12	8	20	lifereplenish_w	411	616					1	1257	60|80|100	3143	100
12	8	21	manareplenish_w	411	616					1	1257	60|80|100	3143	120
12	8	22	weaken_deadlystrike_damage_v	52	77					1	158	60|80|100	3160	100
12	8	23	weaken_deadlystrike_v	52	77					1	158	60|80|100	3160	100
12	8	24	defense_v	52	77					1	158	60|80|100	3160	100
