nId	nPartnerId	nOrder	tbnWeight	tbnMingXiaQuality	tbnActivityQuality	nMaterialsId	nConsumeNum	nYuanQiNum	nIsBind	tbnItemId
951	43	14	1000000	1000000	1000000	671601	8	4730	0	711403
952	43	15	1000000	1000000	1000000	671601	8	4820	0	711404
953	43	16	1000000	1000000	1000000	671601	8	4910	0	711405
954	43	17	1000000	1000000	1000000	671601	8	5010	0	711406
955	43	18	1000000	1000000	1000000	671601	8	5100	0	711407
956	43	19	1000000	1000000	1000000	671601	8	5190	0	711408
957	43	20	1000000	1000000	1000000	671601	8	5280	0	711409
958	43	21	1000000	1000000	1000000	671601	8	5370	0	711410
959	44	12	1000000	1000000	1000000	671601	7	3910	0	711301
960	44	13	1000000	1000000	1000000	671601	8	4640	0	711302
961	44	14	1000000	1000000	1000000	671601	8	4730	0	711303
962	44	15	1000000	1000000	1000000	671601	8	4820	0	711304
963	44	16	1000000	1000000	1000000	671601	8	4910	0	711305
964	44	17	1000000	1000000	1000000	671601	8	5010	0	711306
965	44	18	1000000	1000000	1000000	671601	8	5100	0	711307
966	44	19	1000000	1000000	1000000	671601	8	5190	0	711308
967	44	20	1000000	1000000	1000000	671601	8	5280	0	711309
968	44	21	1000000	1000000	1000000	671601	8	5370	0	711310
969	45	12	1000000	1000000	1000000	671601	7	3910	0	711201
970	45	13	1000000	1000000	1000000	671601	8	4640	0	711202
971	45	14	1000000	1000000	1000000	671601	8	4730	0	711203
972	45	15	1000000	1000000	1000000	671601	8	4820	0	711204
973	45	16	1000000	1000000	1000000	671601	8	4910	0	711205
974	45	17	1000000	1000000	1000000	671601	8	5010	0	711206
975	45	18	1000000	1000000	1000000	671601	8	5100	0	711207
976	45	19	1000000	1000000	1000000	671601	8	5190	0	711208
977	45	20	1000000	1000000	1000000	671601	8	5280	0	711209
978	45	21	1000000	1000000	1000000	671601	8	5370	0	711210
979	46	12	1000000	1000000	1000000	671601	7	3910	0	711101
980	46	13	1000000	1000000	1000000	671601	8	4640	0	711102
981	46	14	1000000	1000000	1000000	671601	8	4730	0	711103
982	46	15	1000000	1000000	1000000	671601	8	4820	0	711104
983	46	16	1000000	1000000	1000000	671601	8	4910	0	711105
984	46	17	1000000	1000000	1000000	671601	8	5010	0	711106
985	46	18	1000000	1000000	1000000	671601	8	5100	0	711107
986	46	19	1000000	1000000	1000000	671601	8	5190	0	711108
987	46	20	1000000	1000000	1000000	671601	8	5280	0	711109
988	46	21	1000000	1000000	1000000	671601	8	5370	0	711110
989	47	12	1000000	1000000	1000000	671601	7	3910	0	711501
990	47	13	1000000	1000000	1000000	671601	8	4640	0	711502
991	47	14	1000000	1000000	1000000	671601	8	4730	0	711503
992	47	15	1000000	1000000	1000000	671601	8	4820	0	711504
993	47	16	1000000	1000000	1000000	671601	8	4910	0	711505
994	47	17	1000000	1000000	1000000	671601	8	5010	0	711506
995	47	18	1000000	1000000	1000000	671601	8	5100	0	711507
996	47	19	1000000	1000000	1000000	671601	8	5190	0	711508
997	47	20	1000000	1000000	1000000	671601	8	5280	0	711509
998	47	21	1000000	1000000	1000000	671601	8	5370	0	711510
999	48	12	1000000	1000000	1000000	671601	7	3910	0	711301
1000	48	13	1000000	1000000	1000000	671601	8	4640	0	711302
1001	48	14	1000000	1000000	1000000	671601	8	4730	0	711303
1002	48	15	1000000	1000000	1000000	671601	8	4820	0	711304
1003	48	16	1000000	1000000	1000000	671601	8	4910	0	711305
1004	48	17	1000000	1000000	1000000	671601	8	5010	0	711306
1005	48	18	1000000	1000000	1000000	671601	8	5100	0	711307
1006	48	19	1000000	1000000	1000000	671601	8	5190	0	711308
1007	48	20	1000000	1000000	1000000	671601	8	5280	0	711309
1008	48	21	1000000	1000000	1000000	671601	8	5370	0	711310
