nId	nHole	nEnhanceLevel	nNeedExp	nMaterialsNum	nDoublePro	nDoubleAddPro	nFiveFoldPro	nFiveAddPro	nSilver	nStar	nAttrNum	szAttribType1	tbnAttribValue1	szAttribType2	tbnAttribValue2	FightPower
641	11	151	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1747|0|0	vitality_v	1747|0|0	88700
642	11	152	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1754|0|0	vitality_v	1754|0|0	89400
643	11	153	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1761|0|0	vitality_v	1761|0|0	90100
644	11	154	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1768|0|0	vitality_v	1768|0|0	90800
645	11	155	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1775|0|0	vitality_v	1775|0|0	91500
646	11	156	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1782|0|0	vitality_v	1782|0|0	92200
647	11	157	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1789|0|0	vitality_v	1789|0|0	92900
648	11	158	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1796|0|0	vitality_v	1796|0|0	93600
649	11	159	700	5	200000	100000	100000	50000	5000	15	2	allsect_waterdamage_v	1803|0|0	vitality_v	1803|0|0	94300
650	11	160	700	5	200000	100000	100000	50000	5000	16	2	allsect_waterdamage_v	1828|0|0	vitality_v	1828|0|0	95000
651	10	111	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1397|0|0	weaken_deadlystrike_damage_v	1397|0|0	60700
652	10	112	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1404|0|0	weaken_deadlystrike_damage_v	1404|0|0	61400
653	10	113	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1411|0|0	weaken_deadlystrike_damage_v	1411|0|0	62100
654	10	114	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1418|0|0	weaken_deadlystrike_damage_v	1418|0|0	62800
655	10	115	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1425|0|0	weaken_deadlystrike_damage_v	1425|0|0	63500
656	10	116	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1432|0|0	weaken_deadlystrike_damage_v	1432|0|0	64200
657	10	117	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1439|0|0	weaken_deadlystrike_damage_v	1439|0|0	64900
658	10	118	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1446|0|0	weaken_deadlystrike_damage_v	1446|0|0	65600
659	10	119	700	5	200000	100000	100000	50000	5000	11	2	allsect_wooddamage_v	1453|0|0	weaken_deadlystrike_damage_v	1453|0|0	66300
660	10	120	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1478|0|0	weaken_deadlystrike_damage_v	1478|0|0	67000
661	10	121	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1485|0|0	weaken_deadlystrike_damage_v	1485|0|0	67700
662	10	122	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1492|0|0	weaken_deadlystrike_damage_v	1492|0|0	68400
663	10	123	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1499|0|0	weaken_deadlystrike_damage_v	1499|0|0	69100
664	10	124	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1506|0|0	weaken_deadlystrike_damage_v	1506|0|0	69800
665	10	125	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1513|0|0	weaken_deadlystrike_damage_v	1513|0|0	70500
666	10	126	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1520|0|0	weaken_deadlystrike_damage_v	1520|0|0	71200
667	10	127	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1527|0|0	weaken_deadlystrike_damage_v	1527|0|0	71900
668	10	128	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1534|0|0	weaken_deadlystrike_damage_v	1534|0|0	72600
669	10	129	700	5	200000	100000	100000	50000	5000	12	2	allsect_wooddamage_v	1541|0|0	weaken_deadlystrike_damage_v	1541|0|0	73300
670	10	130	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1565|0|0	weaken_deadlystrike_damage_v	1565|0|0	74000
671	10	131	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1572|0|0	weaken_deadlystrike_damage_v	1572|0|0	74700
672	10	132	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1579|0|0	weaken_deadlystrike_damage_v	1579|0|0	75400
673	10	133	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1586|0|0	weaken_deadlystrike_damage_v	1586|0|0	76100
674	10	134	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1593|0|0	weaken_deadlystrike_damage_v	1593|0|0	76800
675	10	135	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1600|0|0	weaken_deadlystrike_damage_v	1600|0|0	77500
676	10	136	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1607|0|0	weaken_deadlystrike_damage_v	1607|0|0	78200
677	10	137	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1614|0|0	weaken_deadlystrike_damage_v	1614|0|0	78900
678	10	138	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1621|0|0	weaken_deadlystrike_damage_v	1621|0|0	79600
679	10	139	700	5	200000	100000	100000	50000	5000	13	2	allsect_wooddamage_v	1628|0|0	weaken_deadlystrike_damage_v	1628|0|0	80300
680	10	140	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1653|0|0	weaken_deadlystrike_damage_v	1653|0|0	81000
681	10	141	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1660|0|0	weaken_deadlystrike_damage_v	1660|0|0	81700
682	10	142	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1667|0|0	weaken_deadlystrike_damage_v	1667|0|0	82400
683	10	143	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1674|0|0	weaken_deadlystrike_damage_v	1674|0|0	83100
684	10	144	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1681|0|0	weaken_deadlystrike_damage_v	1681|0|0	83800
685	10	145	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1688|0|0	weaken_deadlystrike_damage_v	1688|0|0	84500
686	10	146	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1695|0|0	weaken_deadlystrike_damage_v	1695|0|0	85200
687	10	147	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1702|0|0	weaken_deadlystrike_damage_v	1702|0|0	85900
688	10	148	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1709|0|0	weaken_deadlystrike_damage_v	1709|0|0	86600
689	10	149	700	5	200000	100000	100000	50000	5000	14	2	allsect_wooddamage_v	1716|0|0	weaken_deadlystrike_damage_v	1716|0|0	87300
690	10	150	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1740|0|0	weaken_deadlystrike_damage_v	1740|0|0	88000
691	10	151	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1747|0|0	weaken_deadlystrike_damage_v	1747|0|0	88700
692	10	152	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1754|0|0	weaken_deadlystrike_damage_v	1754|0|0	89400
693	10	153	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1761|0|0	weaken_deadlystrike_damage_v	1761|0|0	90100
694	10	154	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1768|0|0	weaken_deadlystrike_damage_v	1768|0|0	90800
695	10	155	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1775|0|0	weaken_deadlystrike_damage_v	1775|0|0	91500
696	10	156	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1782|0|0	weaken_deadlystrike_damage_v	1782|0|0	92200
697	10	157	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1789|0|0	weaken_deadlystrike_damage_v	1789|0|0	92900
698	10	158	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1796|0|0	weaken_deadlystrike_damage_v	1796|0|0	93600
699	10	159	700	5	200000	100000	100000	50000	5000	15	2	allsect_wooddamage_v	1803|0|0	weaken_deadlystrike_damage_v	1803|0|0	94300
700	10	160	700	5	200000	100000	100000	50000	5000	16	2	allsect_wooddamage_v	1828|0|0	weaken_deadlystrike_damage_v	1828|0|0	95000
701	12	111	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1397|0|0	steallife_v	2794|0|0	60700
702	12	112	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1404|0|0	steallife_v	2808|0|0	61400
703	12	113	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1411|0|0	steallife_v	2822|0|0	62100
704	12	114	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1418|0|0	steallife_v	2836|0|0	62800
705	12	115	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1425|0|0	steallife_v	2850|0|0	63500
706	12	116	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1432|0|0	steallife_v	2864|0|0	64200
707	12	117	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1439|0|0	steallife_v	2878|0|0	64900
708	12	118	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1446|0|0	steallife_v	2892|0|0	65600
709	12	119	700	5	200000	100000	100000	50000	5000	11	2	allsect_firedamage_v	1453|0|0	steallife_v	2906|0|0	66300
710	12	120	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1478|0|0	steallife_v	2955|0|0	67000
711	12	121	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1485|0|0	steallife_v	2969|0|0	67700
712	12	122	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1492|0|0	steallife_v	2983|0|0	68400
713	12	123	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1499|0|0	steallife_v	2997|0|0	69100
714	12	124	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1506|0|0	steallife_v	3011|0|0	69800
715	12	125	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1513|0|0	steallife_v	3025|0|0	70500
716	12	126	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1520|0|0	steallife_v	3039|0|0	71200
717	12	127	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1527|0|0	steallife_v	3053|0|0	71900
718	12	128	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1534|0|0	steallife_v	3067|0|0	72600
719	12	129	700	5	200000	100000	100000	50000	5000	12	2	allsect_firedamage_v	1541|0|0	steallife_v	3081|0|0	73300
720	12	130	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1565|0|0	steallife_v	3130|0|0	74000
721	12	131	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1572|0|0	steallife_v	3144|0|0	74700
722	12	132	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1579|0|0	steallife_v	3158|0|0	75400
723	12	133	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1586|0|0	steallife_v	3172|0|0	76100
724	12	134	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1593|0|0	steallife_v	3186|0|0	76800
725	12	135	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1600|0|0	steallife_v	3200|0|0	77500
726	12	136	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1607|0|0	steallife_v	3214|0|0	78200
727	12	137	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1614|0|0	steallife_v	3228|0|0	78900
728	12	138	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1621|0|0	steallife_v	3242|0|0	79600
729	12	139	700	5	200000	100000	100000	50000	5000	13	2	allsect_firedamage_v	1628|0|0	steallife_v	3256|0|0	80300
730	12	140	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1653|0|0	steallife_v	3305|0|0	81000
731	12	141	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1660|0|0	steallife_v	3319|0|0	81700
732	12	142	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1667|0|0	steallife_v	3333|0|0	82400
733	12	143	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1674|0|0	steallife_v	3347|0|0	83100
734	12	144	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1681|0|0	steallife_v	3361|0|0	83800
735	12	145	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1688|0|0	steallife_v	3375|0|0	84500
736	12	146	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1695|0|0	steallife_v	3389|0|0	85200
737	12	147	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1702|0|0	steallife_v	3403|0|0	85900
738	12	148	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1709|0|0	steallife_v	3417|0|0	86600
739	12	149	700	5	200000	100000	100000	50000	5000	14	2	allsect_firedamage_v	1716|0|0	steallife_v	3431|0|0	87300
740	12	150	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1740|0|0	steallife_v	3480|0|0	88000
741	12	151	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1747|0|0	steallife_v	3494|0|0	88700
742	12	152	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1754|0|0	steallife_v	3508|0|0	89400
743	12	153	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1761|0|0	steallife_v	3522|0|0	90100
744	12	154	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1768|0|0	steallife_v	3536|0|0	90800
745	12	155	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1775|0|0	steallife_v	3550|0|0	91500
746	12	156	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1782|0|0	steallife_v	3564|0|0	92200
747	12	157	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1789|0|0	steallife_v	3578|0|0	92900
748	12	158	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1796|0|0	steallife_v	3592|0|0	93600
749	12	159	700	5	200000	100000	100000	50000	5000	15	2	allsect_firedamage_v	1803|0|0	steallife_v	3606|0|0	94300
750	12	160	700	5	200000	100000	100000	50000	5000	16	2	allsect_firedamage_v	1828|0|0	steallife_v	3655|0|0	95000
751	13	111	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1397|0|0	energy_v	1397|0|0	60700
752	13	112	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1404|0|0	energy_v	1404|0|0	61400
753	13	113	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1411|0|0	energy_v	1411|0|0	62100
754	13	114	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1418|0|0	energy_v	1418|0|0	62800
755	13	115	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1425|0|0	energy_v	1425|0|0	63500
756	13	116	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1432|0|0	energy_v	1432|0|0	64200
757	13	117	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1439|0|0	energy_v	1439|0|0	64900
758	13	118	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1446|0|0	energy_v	1446|0|0	65600
759	13	119	700	5	200000	100000	100000	50000	5000	11	2	allsect_earthdamage_v	1453|0|0	energy_v	1453|0|0	66300
760	13	120	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1478|0|0	energy_v	1478|0|0	67000
761	13	121	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1485|0|0	energy_v	1485|0|0	67700
762	13	122	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1492|0|0	energy_v	1492|0|0	68400
763	13	123	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1499|0|0	energy_v	1499|0|0	69100
764	13	124	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1506|0|0	energy_v	1506|0|0	69800
765	13	125	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1513|0|0	energy_v	1513|0|0	70500
766	13	126	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1520|0|0	energy_v	1520|0|0	71200
767	13	127	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1527|0|0	energy_v	1527|0|0	71900
768	13	128	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1534|0|0	energy_v	1534|0|0	72600
769	13	129	700	5	200000	100000	100000	50000	5000	12	2	allsect_earthdamage_v	1541|0|0	energy_v	1541|0|0	73300
770	13	130	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1565|0|0	energy_v	1565|0|0	74000
771	13	131	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1572|0|0	energy_v	1572|0|0	74700
772	13	132	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1579|0|0	energy_v	1579|0|0	75400
773	13	133	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1586|0|0	energy_v	1586|0|0	76100
774	13	134	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1593|0|0	energy_v	1593|0|0	76800
775	13	135	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1600|0|0	energy_v	1600|0|0	77500
776	13	136	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1607|0|0	energy_v	1607|0|0	78200
777	13	137	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1614|0|0	energy_v	1614|0|0	78900
778	13	138	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1621|0|0	energy_v	1621|0|0	79600
779	13	139	700	5	200000	100000	100000	50000	5000	13	2	allsect_earthdamage_v	1628|0|0	energy_v	1628|0|0	80300
780	13	140	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1653|0|0	energy_v	1653|0|0	81000
781	13	141	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1660|0|0	energy_v	1660|0|0	81700
782	13	142	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1667|0|0	energy_v	1667|0|0	82400
783	13	143	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1674|0|0	energy_v	1674|0|0	83100
784	13	144	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1681|0|0	energy_v	1681|0|0	83800
785	13	145	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1688|0|0	energy_v	1688|0|0	84500
786	13	146	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1695|0|0	energy_v	1695|0|0	85200
787	13	147	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1702|0|0	energy_v	1702|0|0	85900
788	13	148	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1709|0|0	energy_v	1709|0|0	86600
789	13	149	700	5	200000	100000	100000	50000	5000	14	2	allsect_earthdamage_v	1716|0|0	energy_v	1716|0|0	87300
790	13	150	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1740|0|0	energy_v	1740|0|0	88000
791	13	151	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1747|0|0	energy_v	1747|0|0	88700
792	13	152	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1754|0|0	energy_v	1754|0|0	89400
793	13	153	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1761|0|0	energy_v	1761|0|0	90100
794	13	154	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1768|0|0	energy_v	1768|0|0	90800
795	13	155	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1775|0|0	energy_v	1775|0|0	91500
796	13	156	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1782|0|0	energy_v	1782|0|0	92200
797	13	157	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1789|0|0	energy_v	1789|0|0	92900
798	13	158	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1796|0|0	energy_v	1796|0|0	93600
799	13	159	700	5	200000	100000	100000	50000	5000	15	2	allsect_earthdamage_v	1803|0|0	energy_v	1803|0|0	94300
800	13	160	700	5	200000	100000	100000	50000	5000	16	2	allsect_earthdamage_v	1828|0|0	energy_v	1828|0|0	95000
